Ticker,Name,Sector,Price,Dividend Yield,5-Year Average Dividend Yield,Dividends Per Share (TTM),Market Cap ($M),Trailing P/E Ratio,Payout Ratio,Beta,52-Week High,52-Week Low
FCFS,"FirstCash Holdings, Inc.",Financial Services,$128.41,1.2%,0.8%,152.0%,"$5,700.40",$20.28,0,41.9%,135.2,$99.62
FCPT,"Four Corners Property Trust, Inc.",Real Estate,$27.34,5.3%,4.8%,140.0%,"$2,744.90",$26.76,1,49.7%,29.8,$22.93
FDBC,FIDELITY D & D BANCORP INC,Financial Services,$41.59,3.8%,3.4%,158.0%,$239.70,$11.03,0,59.4%,59.7,$36.66
FDMT,"4D Molecular Therapeutics, Inc.",N/A,$4.07,,0.0%,0.0%,$227.85,,0,146.7%,28.9,$2.24
FDP,FRESH DEL MONTE PRODUCE INC,Consumer Defensive,$33.36,3.6%,2.0%,110.0%,"$1,598.88",$10.86,0,27.8%,35.7,$20.49
FELE,FRANKLIN ELECTRIC CO INC,Industrials,$85.66,1.2%,1.0%,103.0%,"$3,908.93",$21.92,0,88.8%,111.3,$78.63
FENC,FENNEC PHARMACEUTICALS INC.,Healthcare,$7.86,,0.0%,0.0%,$217.08,,0,50.2%,8.7,$3.96
FET,"FORUM ENERGY TECHNOLOGIES, INC.",Energy,$20.21,,0.0%,0.0%,$250.48,,0,108.6%,21.6,$12.78
FF,FutureFuel Corp.,Basic Materials,$4.22,6.0%,31.7%,24.0%,$184.41,,,94.7%,6.1,$3.71
FFBC,FIRST FINANCIAL BANCORP /OH/,Financial Services,$23.20,4.0%,3.6%,96.0%,"$2,222.04",$9.68,0,83.9%,30.4,$20.15
FFIC,FLUSHING FINANCIAL CORP,Financial Services,$11.42,8.0%,7.2%,88.0%,$385.73,,,75.4%,17.7,$10.46
FFIN,FIRST FINANCIAL BANKSHARES INC,Financial Services,$35.08,2.2%,1.8%,73.0%,"$5,021.07",$21.69,0,81.6%,44.0,$27.30
FFNW,"First Financial Northwest, Inc.",Financial Services,$22.58,2.0%,1.8%,52.0%,$208.18,$194.20,4,21.7%,NaN,NaN
FFWM,First Foundation Inc.,Financial Services,$5.12,,4.3%,4.0%,$421.82,,,107.4%,8.5,$4.42
FG,"F&G Annuities & Life, Inc.",Financial Services,$31.59,3.0%,1.2%,87.0%,"$3,995.82",$8.22,0,272.6%,49.9,$29.89
FHTX,Foghorn Therapeutics Inc.,N/A,$4.80,,0.0%,0.0%,$264.77,,0,205.0%,10.3,$2.94
FIBK,FIRST INTERSTATE BANCSYSTEM INC,Financial Services,$26.21,7.0%,6.8%,188.0%,"$2,749.09",$12.62,1,78.0%,35.6,$22.55
FIGS,"FIGS, Inc.",N/A,$5.26,,0.0%,0.0%,$853.39,$721.38,0,115.2%,7.1,$3.57
FIHL,Fidelis Insurance Holdings Ltd,N/A,$16.15,2.0%,0.6%,40.0%,"$1,804.44",$15.93,0,31.5%,20.9,$13.99
FIP,FTAI Infrastructure Inc.,N/A,$6.52,2.0%,1.2%,12.0%,$647.01,,,149.5%,10.3,$3.08
FISI,FINANCIAL INSTITUTIONS INC,Financial Services,$24.51,5.0%,4.4%,122.0%,$493.69,,,83.9%,29.1,$16.48
FIZZ,NATIONAL BEVERAGE CORP,Consumer Defensive,$44.00,7.0%,4.1%,325.0%,"$4,120.23",$22.18,2,43.9%,53.5,$38.25
FL,"FOOT LOCKER, INC.",Consumer Cyclical,$24.15,,3.5%,160.0%,"$2,285.71",,0,168.7%,33.9,$11.00
FLG,"FLAGSTAR FINANCIAL, INC.",N/A,$11.44,,11.8%,4.0%,"$4,748.51",,,115.5%,13.3,$8.55
FLGT,"Fulgent Genetics, Inc.",Healthcare,$20.33,,0.0%,0.0%,$618.00,,0,87.3%,25.1,$14.57
FLIC,FIRST OF LONG ISLAND CORP,Financial Services,$11.91,7.0%,6.8%,84.0%,$269.21,$16.42,1,64.7%,NaN,NaN
FLL,FULL HOUSE RESORTS INC,Consumer Cyclical,$3.73,,0.0%,0.0%,$134.19,,0,157.6%,5.9,$2.86
FLNC,"Fluence Energy, Inc.",N/A,$5.61,,0.0%,0.0%,"$1,014.95",,,175.6%,24.0,$3.46
FLNG,Flex LNG Ltd.,Energy,$24.42,12.0%,9.5%,300.0%,"$1,319.74",$11.21,1,66.1%,25.1,$18.87
FLOC,Flowco Holdings Inc.,N/A,$17.54,,0.1%,8.0%,$0.00,,,97.8%,30.4,$15.83
FLR,FLUOR CORP,Industrials,$49.91,,0.0%,62.0%,"$8,239.82",$4.47,0,115.6%,60.1,$29.20
FLWS,1 800 FLOWERS COM INC,Consumer Cyclical,$5.18,,0.0%,0.0%,$327.99,,0,131.9%,11.1,$3.86
FLXS,FLEXSTEEL INDUSTRIES INC,Consumer Cyclical,$35.66,2.0%,1.5%,66.0%,$198.84,,,83.5%,65.4,$28.48
FLYW,Flywire Corp,N/A,$10.92,,0.0%,0.0%,"$1,328.63",$268.03,0,151.0%,23.4,$8.20
FMAO,FARMERS & MERCHANTS BANCORP INC,Financial Services,$23.88,3.7%,3.3%,88.0%,$329.65,$11.97,0,86.0%,33.6,$20.34
FMBH,"FIRST MID BANCSHARES, INC.",Financial Services,$35.26,2.7%,2.6%,96.0%,$846.57,$10.51,0,70.8%,43.3,$27.40
FMNB,FARMERS NATIONAL BANC CORP /OH/,Financial Services,$12.82,5.0%,4.5%,68.0%,$482.93,$10.00,1,63.4%,15.7,$11.01
FN,Fabrinet,Technology,$265.62,,0.0%,0.0%,"$9,515.55",$28.02,0,166.6%,281.8,$148.55
FNA,Freenet AG Unsponsored ADR,N/A,$13.12,,0.0%,0.0%,"$1,098.19",,0,101.1%,NaN,NaN
FNKO,"Funko, Inc.",Consumer Cyclical,$4.93,,0.0%,0.0%,$269.18,,0,194.6%,14.7,$3.50
FNLC,"First Bancorp, Inc /ME/",Financial Services,$23.66,6.1%,5.6%,144.0%,$265.05,$9.43,1,58.0%,30.2,$21.44
FOLD,"AMICUS THERAPEUTICS, INC.",Healthcare,$5.73,,0.0%,0.0%,"$1,764.44",,0,74.9%,12.7,$5.72
FOR,Forestar Group Inc.,Real Estate,$19.38,,0.0%,0.0%,$984.46,$5.85,0,94.9%,37.2,$18.00
FORM,FORMFACTOR INC,Technology,$32.28,,0.0%,0.0%,"$2,565.88",$47.31,0,158.5%,63.6,$22.58
FORR,"FORRESTER RESEARCH, INC.",Industrials,$9.68,,0.0%,80.0%,$185.48,,0,93.6%,20.6,$8.50
FOXF,FOX FACTORY HOLDING CORP,Consumer Cyclical,$24.72,,0.0%,0.0%,"$1,031.13",,0,132.0%,54.9,$17.95
FPI,Farmland Partners Inc.,Real Estate,$11.37,12.0%,4.4%,139.0%,$522.45,$9.15,1,68.3%,12.8,$8.65
FRBA,First Bank,Financial Services,$14.61,2.0%,1.5%,24.0%,$284.41,$10.46,,75.2%,15.7,$11.49
FRGE,"Forge Global Holdings, Inc.",N/A,$17.52,,0.0%,0.0%,$215.62,,0,172.0%,24.5,$6.60
FRME,FIRST MERCHANTS CORP,Financial Services,$35.70,4.0%,3.3%,141.0%,"$2,082.73",$10.07,0,78.8%,44.9,$30.07
FRPH,"FRP HOLDINGS, INC.",Real Estate,$27.09,,0.0%,300.0%,$517.08,$76.11,2,48.3%,33.0,$25.37
FRSH,Freshworks Inc.,N/A,$14.93,,0.0%,0.0%,"$4,404.54",,0,180.2%,19.8,$10.81
FRST,Primis Financial Corp.,N/A,$9.92,4.0%,4.3%,40.0%,$245.00,$61.79,,85.6%,13.0,$7.50
FSBC,FIVE STAR BANCORP,Financial Services,$26.49,3.0%,2.0%,80.0%,$566.28,$11.76,0,75.3%,34.7,$21.66
FSBW,"FS Bancorp, Inc.",Financial Services,$38.05,2.9%,2.2%,110.0%,$291.73,$8.42,0,59.9%,48.5,$32.10
FSLY,"Fastly, Inc.",Technology,$6.79,,0.0%,0.0%,$984.64,,0,219.4%,12.1,$4.65
FSP,FRANKLIN STREET PROPERTIES CORP /MA/,Real Estate,$1.70,2.0%,12.7%,4.0%,$176.06,,,86.3%,2.2,$1.35
FSS,FEDERAL SIGNAL CORP /DE/,Industrials,$102.21,1.0%,0.4%,52.0%,"$6,229.80",$29.53,0,115.7%,103.4,$66.37
FSTR,FOSTER L B CO,Industrials,$19.46,,0.0%,16.0%,$205.80,$5.65,0,101.6%,29.8,$14.23
FTAI,FTAI Aviation Ltd.,Industrials,$129.48,1.0%,1.0%,120.0%,"$13,340.48",$501.94,2,131.7%,180.6,$74.65
FTDR,"Frontdoor, Inc.",Consumer Cyclical,$57.51,,0.0%,0.0%,"$4,235.60",$18.91,0,106.5%,63.5,$32.95
FUBO,fuboTV Inc. /FL,N/A,$3.17,,0.0%,0.0%,"$1,079.27",$14.94,0,103.6%,6.5,$1.10
FUL,FULLER H B CO,Basic Materials,$54.08,1.7%,1.4%,90.0%,"$2,931.83",$26.06,0,103.8%,86.7,$47.35
FULC,"Fulcrum Therapeutics, Inc.",Healthcare,$6.36,,0.0%,0.0%,$343.31,,0,169.1%,10.1,$2.32
FULT,FULTON FINANCIAL CORP,Financial Services,$17.14,4.2%,3.8%,70.0%,"$3,108.69",$10.04,0,98.4%,22.1,$14.33
FUN,Six Flags Entertainment Corporation/NEW,Consumer Cyclical,$30.34,,0.0%,0.0%,"$3,067.41",,,93.7%,58.7,$28.02
FVCB,"FVCBankcorp, Inc.",Financial Services,$11.48,,0.0%,0.0%,$207.80,$11.00,0,62.8%,14.5,$9.49
FVR,"FrontView REIT, Inc.",N/A,$11.60,4.0%,0.8%,43.0%,$322.74,,,53.5%,19.2,$10.61
FWRD,FORWARD AIR CORP,Industrials,$22.13,,3.8%,96.0%,$673.27,,0,142.6%,40.9,$9.79
FWRG,"First Watch Restaurant Group, Inc.",N/A,$15.31,,0.0%,0.0%,$934.42,$85.87,0,110.5%,22.7,$12.90
GABC,"GERMAN AMERICAN BANCORP, INC.",Financial Services,$36.79,3.2%,2.5%,112.0%,"$1,379.29",$18.32,0,49.2%,46.4,$31.71
GALT,GALECTIN THERAPEUTICS INC,Healthcare,$3.66,,0.0%,0.0%,$207.86,,0,96.2%,3.3,$0.73
GAMB,Gambling.com Group Ltd,N/A,$11.65,,0.0%,0.0%,$405.34,$16.51,0,53.4%,17.1,$7.66
GATX,GATX CORP,Industrials,$153.57,1.6%,1.3%,238.0%,"$5,475.67",$18.98,0,85.9%,167.6,$125.98
GBCI,"GLACIER BANCORP, INC.",Financial Services,$40.47,3.0%,3.2%,132.0%,"$4,594.07",$21.66,1,91.1%,59.8,$33.66
GBIO,Generation Bio Co.,N/A,$0.35,,0.0%,0.0%,$24.13,,0,202.6%,3.7,$0.32
GBTG,"Global Business Travel Group, Inc.",N/A,$6.08,,0.0%,0.0%,"$2,905.73",,0,76.4%,9.6,$5.78
GBX,GREENBRIER COMPANIES INC,Industrials,$45.44,3.0%,2.5%,122.0%,"$1,426.33",$7.04,0,118.6%,70.2,$37.48
GCBC,GREENE COUNTY BANCORP INC,Financial Services,$21.96,1.6%,1.0%,36.0%,,,0,11.9%,36.8,$19.92
GCI,"Gannett Co., Inc.",Communication Services,$3.45,,0.0%,238.0%,$500.81,$9.80,0,111.2%,5.9,$2.55
GCMG,GCM Grosvenor Inc.,N/A,$11.57,4.0%,2.8%,44.0%,"$2,243.35",$131.70,2,84.2%,14.2,$9.22
GCO,GENESCO INC,Consumer Cyclical,$21.27,,0.0%,0.0%,$228.94,,0,190.1%,44.8,$16.19
GCT,GigaCloud Technology Inc,N/A,$17.98,,0.0%,0.0%,"$1,370.46",$10.90,0,209.3%,34.3,$11.17
GCTS,"GCT Semiconductor Holding, Inc.",N/A,$1.45,,0.0%,0.0%,$67.86,,0,228.0%,5.7,$0.90
GDEN,"GOLDEN ENTERTAINMENT, INC.",Consumer Cyclical,$28.95,3.0%,2.3%,100.0%,$766.09,$67.99,2,103.1%,35.2,$22.66
GDOT,GREEN DOT CORP,Financial Services,$9.49,,0.0%,0.0%,$520.91,,0,118.8%,13.6,$6.12
GDYN,"GRID DYNAMICS HOLDINGS, INC.",Technology,$11.69,,0.0%,0.0%,$987.52,$114.26,0,127.0%,25.5,$9.53
GEF,"GREIF, INC",Consumer Cyclical,$63.07,3.4%,3.5%,214.0%,"$2,991.95",$14.04,1,94.2%,71.3,$47.83
GEFB,"GREIF, INC",N/A,$65.66,,4.9%,320.0%,"$2,991.95",$14.04,1,91.4%,74.4,$51.74
GENC,GENCOR INDUSTRIES INC,Industrials,$14.59,,0.0%,5.0%,$214.59,$13.24,0,63.1%,24.9,$10.80
GEO,GEO GROUP INC,Real Estate,$24.18,,0.8%,203.0%,"$3,416.25",$118.39,0,95.8%,36.5,$11.75
GEOS,GEOSPACE TECHNOLOGIES CORP,Energy,$8.51,,0.0%,0.0%,$108.99,,0,71.4%,13.8,$5.51
GERN,GERON CORP,Healthcare,$1.57,,0.0%,0.0%,$987.22,,0,103.0%,5.1,$1.17
GETY,"Getty Images Holdings, Inc.",N/A,$1.81,,0.0%,0.0%,$742.45,,0,197.5%,4.5,$1.25
GFF,GRIFFON CORP,Industrials,$67.71,1.1%,1.8%,69.0%,"$3,182.71",$13.77,0,129.7%,86.3,$54.49
GH,"Guardant Health, Inc.",Healthcare,$50.79,,0.0%,0.0%,"$6,265.02",,0,163.1%,52.9,$20.14
GHC,Graham Holdings Co,Consumer Defensive,$955.51,0.8%,0.7%,704.0%,"$4,169.94",$6.68,0,70.2%,"1,015.0",$677.41
GHM,GRAHAM CORP,Industrials,$46.33,,0.3%,44.0%,$505.38,$41.32,0,134.2%,52.0,$24.78
GIC,GLOBAL INDUSTRIAL Co,N/A,$26.64,3.9%,5.3%,102.0%,"$1,021.17",$16.63,1,122.5%,34.8,$20.58
GIII,G III APPAREL GROUP LTD /DE/,Consumer Cyclical,$21.89,,0.0%,0.0%,$928.91,$5.21,0,88.4%,36.2,$20.33
GKOS,GLAUKOS Corp,Healthcare,$102.18,,0.0%,0.0%,"$5,847.76",,0,110.4%,163.7,$77.10
GLDD,Great Lakes Dredge & Dock CORP,Industrials,$11.81,,0.0%,31.0%,$802.89,$11.53,0,114.2%,12.9,$7.51
GLNG,GOLAR LNG LTD,Energy,$42.31,2.0%,1.1%,100.0%,"$4,423.91",$87.02,1,107.0%,44.0,$27.51
GLRE,"GREENLIGHT CAPITAL RE, LTD.",Financial Services,$14.42,,0.0%,0.0%,$498.63,$10.98,0,46.9%,15.8,$11.95
GLSI,"Greenwich LifeSciences, Inc.",N/A,$8.96,,0.0%,0.0%,$119.25,,0,132.7%,18.2,$8.06
GLUE,"Monte Rosa Therapeutics, Inc.",N/A,$4.49,,0.0%,0.0%,$276.18,$50.06,0,205.2%,12.4,$3.21
GMGI,"Golden Matrix Group, Inc.",Communication Services,$1.58,,0.0%,0.0%,$56.21,,0,22.5%,3.2,$1.33
GMRE,Global Medical REIT Inc.,Real Estate,$6.23,13.0%,13.1%,84.0%,$424.68,$200.23,8,100.8%,9.7,$6.06
GMS,GMS Inc.,Industrials,$103.70,,0.0%,0.0%,"$3,083.17",$26.70,0,121.6%,105.5,$65.77
GNE,Genie Energy Ltd.,Utilities,$25.44,1.0%,1.2%,30.0%,$682.69,$45.23,1,21.4%,25.6,$13.00
GNK,GENCO SHIPPING & TRADING LTD,Industrials,$13.57,9.0%,9.2%,119.0%,$582.53,$7.62,,81.8%,20.6,$11.08
GNL,"Global Net Lease, Inc.",Real Estate,$7.33,14.0%,18.6%,102.0%,"$1,636.12",,,78.6%,8.2,$6.09
GNTY,GUARANTY BANCSHARES INC /TX/,Financial Services,$40.74,2.5%,2.1%,97.0%,$460.79,$13.76,0,54.9%,43.1,$27.98
GNW,GENWORTH FINANCIAL INC,Financial Services,$7.78,,0.0%,40.0%,"$3,224.48",$15.07,0,69.2%,7.9,$5.95
GOCO,"GoHealth, Inc.",N/A,$5.48,,0.0%,0.0%,$132.94,$70.71,0,129.7%,21.0,$5.37
GOGL,Golden Ocean Group Ltd,Industrials,$7.74,10.0%,15.0%,80.0%,"$1,561.33",$6.99,1,86.1%,13.1,$6.23
GOGO,Gogo Inc.,Communication Services,$14.39,,0.0%,0.0%,"$1,904.60",,0,117.7%,15.1,$6.17
GOLF,Acushnet Holdings Corp.,Consumer Cyclical,$71.50,1.3%,1.0%,90.0%,"$4,197.09",$18.58,0,98.6%,76.1,$55.13
GOOD,GLADSTONE COMMERCIAL CORP,Real Estate,$14.50,8.3%,9.5%,120.0%,$671.56,$52.73,2,84.7%,17.2,$12.49
GPI,GROUP 1 AUTOMOTIVE INC,Consumer Cyclical,$439.35,,0.3%,194.0%,"$5,678.47",$11.87,0,98.1%,489.0,$278.56
GPMT,Granite Point Mortgage Trust Inc.,Real Estate,$2.41,8.0%,27.0%,20.0%,$117.14,,,129.9%,3.5,$1.61
GPOR,GULFPORT ENERGY CORP,Energy,$206.21,,0.0%,0.0%,"$3,650.86",,,66.4%,205.7,$130.02
GPRE,Green Plains Inc.,Basic Materials,$5.64,,0.0%,48.0%,$369.51,,0,120.8%,18.1,$3.14
GPRO,"GoPro, Inc.",Technology,$0.86,,0.0%,0.0%,$136.97,,0,177.2%,1.8,$0.40
GRBK,"Green Brick Partners, Inc.",Consumer Cyclical,$59.59,,0.0%,0.0%,"$2,617.57",$7.01,0,145.4%,84.7,$50.57
GRC,GORMAN RUPP CO,Industrials,$35.28,2.1%,1.9%,74.0%,$926.35,$20.88,0,98.1%,43.4,$30.72
GRDN,"Guardian Pharmacy Services, Inc.",N/A,$19.69,,0.0%,0.0%,"$1,238.15",,,54.7%,26.9,$14.16
GRND,Grindr Inc.,N/A,$22.93,,0.0%,0.0%,"$4,489.67",,0,3.7%,25.1,$9.42
GRNT,"Granite Ridge Resources, Inc.",N/A,$6.01,7.0%,4.1%,44.0%,$801.10,$64.90,5,58.8%,6.7,$4.43
GRPN,"Groupon, Inc.",Communication Services,$37.01,,0.0%,0.0%,"$1,474.39",,0,183.4%,37.1,$7.75
GRWG,GrowGeneration Corp.,Consumer Cyclical,$1.12,,0.0%,0.0%,$67.83,,0,268.7%,2.7,$0.82
GSAT,"Globalstar, Inc.",Communication Services,$23.82,,0.0%,0.0%,"$3,021.30",,,126.6%,41.1,$15.00
GSBC,"GREAT SOUTHERN BANCORP, INC.",Financial Services,$55.66,3.0%,2.7%,160.0%,$641.40,$9.78,0,50.1%,67.1,$47.57
GSHD,"Goosehead Insurance, Inc.",Financial Services,$98.39,6.0%,1.6%,591.0%,"$3,691.83",$119.27,4,159.8%,128.0,$51.87
GT,GOODYEAR TIRE & RUBBER CO /OH/,Consumer Cyclical,$10.51,,0.0%,64.0%,"$2,974.45",$12.29,0,136.7%,12.6,$7.27
GTLS,CHART INDUSTRIES INC,Industrials,$145.80,,0.0%,0.0%,"$6,584.36",$25.65,0,163.4%,220.0,$101.60
GTN,GRAY TELEVISION INC,Communication Services,$4.14,8.0%,7.4%,32.0%,$420.41,$1.86,0,90.3%,6.1,$2.80
GTXI,,N/A,$0.57,,0.0%,0.0%,$1.56,,0,164.0%,NaN,NaN
GTY,GETTY REALTY CORP /MD/,Real Estate,$28.88,6.5%,5.7%,184.0%,"$1,600.05",$23.15,1,42.9%,32.8,$24.53
GUTS,"FRACTYL HEALTH, INC.",N/A,$1.90,,0.0%,0.0%,$93.55,,0,177.5%,5.5,$0.87
GVA,GRANITE CONSTRUCTION INC,Industrials,$89.19,1.0%,0.6%,52.0%,"$3,900.10",$31.54,0,117.2%,104.9,$57.95
GWRS,"Global Water Resources, Inc.",Utilities,$10.45,2.9%,2.9%,30.0%,$286.59,$50.38,1,73.1%,13.7,$9.30
GYRE,"GYRE THERAPEUTICS, INC.",N/A,$8.32,,3.2%,143.0%,$781.00,$107.71,0,791.0%,19.0,$6.11
HAE,HAEMONETICS CORP,Healthcare,$70.09,,0.0%,0.0%,"$3,365.47",$20.07,0,85.8%,95.0,$55.30
HAFC,HANMI FINANCIAL CORP,Financial Services,$22.88,5.0%,3.6%,104.0%,$686.42,$10.61,0,83.0%,27.0,$14.59
HAIN,HAIN CELESTIAL GROUP INC,Consumer Defensive,$1.66,,0.0%,0.0%,$148.92,,0,77.7%,9.4,$1.30
HALO,"HALOZYME THERAPEUTICS, INC.",Healthcare,$52.76,,0.0%,0.0%,"$6,549.20",$13.49,0,66.8%,70.5,$42.01
HASI,"HA Sustainable Infrastructure Capital, Inc.",Real Estate,$25.93,6.5%,5.8%,125.0%,"$3,152.75",$23.59,1,151.0%,35.5,$21.98
HBB,Hamilton Beach Brands Holding Co,Technology,$16.97,2.8%,2.4%,47.0%,$226.78,$7.37,0,54.6%,31.2,$13.17
HBCP,"HOME BANCORP, INC.",Financial Services,$49.23,2.2%,1.9%,105.0%,$384.76,$10.07,0,70.6%,52.8,$36.22
HBI,Hanesbrands Inc.,Consumer Cyclical,$4.43,,6.1%,60.0%,"$1,566.62",,0,122.5%,9.1,$4.02
HBIO,HARVARD BIOSCIENCE INC,Healthcare,$0.49,,0.0%,0.0%,$21.57,,0,147.5%,3.6,$0.28
HBNC,HORIZON BANCORP INC /IN/,Financial Services,$14.45,4.0%,4.0%,64.0%,$637.65,$14.05,1,82.9%,18.8,$11.00
HBT,"HBT Financial, Inc.",Financial Services,$23.45,3.0%,2.9%,80.0%,$743.61,$9.84,0,69.0%,26.0,$17.97
HCAT,"Health Catalyst, Inc.",Healthcare,$3.65,,0.0%,0.0%,$254.04,,0,190.1%,9.2,$3.49
HCC,"WARRIOR MET COAL, INC.",Basic Materials,$46.99,1.0%,1.7%,32.0%,"$2,470.81",$23.43,0,99.2%,75.1,$37.94
HCI,"HCI Group, Inc.",Financial Services,$148.98,1.0%,1.0%,160.0%,"$1,718.41",$13.02,0,55.8%,176.0,$82.52
HCKT,"HACKETT GROUP, INC.",Technology,$23.80,2.0%,1.8%,45.0%,$654.88,$27.24,1,108.2%,33.9,$20.87
HCSG,HEALTHCARE SERVICES GROUP INC,Healthcare,$14.43,,3.0%,85.0%,"$1,052.95",$25.22,0,88.3%,15.3,$9.13
HDSN,HUDSON TECHNOLOGIES INC /NY,Basic Materials,$7.83,,0.0%,0.0%,$341.54,$19.42,0,74.5%,9.3,$5.11
HE,HAWAIIAN ELECTRIC INDUSTRIES INC,Utilities,$10.34,,9.6%,143.0%,"$1,968.20",,,71.2%,18.2,$7.61
HEES,"H&E Equipment Services, Inc.",Industrials,$94.68,1.0%,1.1%,110.0%,"$3,470.13",$38.18,0,146.2%,NaN,NaN
HELE,HELEN OF TROY LTD,Consumer Defensive,$25.98,,0.0%,0.0%,$596.05,$4.82,0,97.7%,100.7,$24.15
HFFG,HF Foods Group Inc.,Consumer Defensive,$3.31,,0.0%,0.0%,$176.54,,0,105.6%,4.9,$1.70
HFWA,HERITAGE FINANCIAL CORP /WA/,Financial Services,$22.54,4.3%,3.7%,94.0%,$769.08,$14.96,1,65.8%,27.0,$16.03
HG,"Hamilton Insurance Group, Ltd.",N/A,$20.80,,0.0%,0.0%,"$1,394.60",$4.30,0,3.1%,22.3,$15.19
HGV,Hilton Grand Vacations Inc.,Consumer Cyclical,$39.35,,0.0%,0.0%,"$3,607.06",$106.09,0,134.1%,45.0,$30.59
HI,"Hillenbrand, Inc.",Industrials,$19.35,4.7%,4.5%,90.0%,"$1,361.17",,,151.3%,43.9,$18.16
HIFS,Hingham Institution for Savings,Financial Services,$225.89,,1.0%,252.0%,,,,85.4%,298.5,$163.36
HIMS,"Hims & Hers Health, Inc.",N/A,$62.59,,0.0%,0.0%,"$13,669.39",$83.15,0,224.4%,73.0,$13.47
HIPO,Hippo Holdings Inc.,N/A,$29.02,,0.0%,0.0%,$731.06,,,138.1%,35.4,$14.58
HL,HECLA MINING CO/DE/,Basic Materials,$5.96,1.0%,0.5%,4.0%,"$3,770.17",$53.96,0,119.0%,7.7,$4.38
HLF,HERBALIFE LTD.,Consumer Defensive,$8.11,,0.0%,60.0%,$823.94,$2.94,0,67.4%,12.8,$5.04
HLIO,"HELIOS TECHNOLOGIES, INC.",Industrials,$31.86,1.0%,1.2%,36.0%,"$1,061.28",$28.61,0,98.2%,57.0,$24.76
HLIT,HARMONIC INC,Technology,$8.79,,0.0%,25.0%,$994.12,$18.67,0,106.9%,15.5,$7.91
HLLY,Holley Inc.,N/A,$2.07,,0.0%,0.0%,$248.77,,0,98.6%,4.1,$1.60
HLMN,Hillman Solutions Corp.,N/A,$6.71,,0.0%,0.0%,"$2,635.26",$142.99,0,109.6%,12.1,$6.64
HLNE,Hamilton Lane INC,Financial Services,$136.99,1.6%,1.1%,196.0%,"$7,371.88",$33.91,0,138.8%,202.4,$114.41
HLVX,"HilleVax, Inc.",N/A,$1.88,,0.0%,0.0%,$94.27,,0,171.6%,15.3,$1.34
HLX,HELIX ENERGY SOLUTIONS GROUP INC,Energy,$7.02,,0.0%,0.0%,"$1,065.26",$12.53,0,121.8%,13.1,$5.66
HMN,HORACE MANN EDUCATORS CORP /DE/,Financial Services,$42.07,3.3%,3.0%,138.0%,"$1,715.98",$14.99,0,33.7%,44.1,$30.72
HMST,"HomeStreet, Inc.",Financial Services,$12.31,,5.2%,65.0%,$233.10,,0,121.1%,16.1,$8.41
HNI,HNI CORP,Industrials,$46.93,2.9%,2.7%,133.0%,"$2,182.39",$16.08,0,103.0%,57.6,$39.47
HNRG,HALLADOR ENERGY CO,Energy,$16.28,,0.0%,16.0%,$700.08,,0,80.0%,19.7,$4.86
HNST,"Honest Company, Inc.",N/A,$4.53,,0.0%,0.0%,$481.74,,0,153.9%,9.0,$2.40
HOFT,HOOKER FURNISHINGS Corp,Consumer Cyclical,$10.03,9.2%,7.6%,92.0%,$106.26,,,92.6%,18.7,$7.17
HOMB,HOME BANCSHARES INC,Financial Services,$27.59,2.9%,2.4%,78.0%,"$5,444.08",$13.04,0,83.4%,32.5,$22.29
HONE,"HarborOne Bancorp, Inc.",Financial Services,$11.09,3.0%,2.3%,33.0%,$449.91,$17.57,1,68.7%,13.7,$8.89
HOPE,HOPE BANCORP INC,Financial Services,$10.08,6.0%,5.7%,56.0%,"$1,290.81",$13.61,1,83.8%,14.0,$8.70
HOUS,Anywhere Real Estate Inc.,N/A,$3.57,,0.0%,36.0%,$400.26,,0,205.5%,6.0,$2.71
HOV,HOVNANIAN ENTERPRISES INC,Consumer Cyclical,$91.69,,0.0%,0.0%,$530.48,$2.06,0,213.8%,240.3,$81.15
HOWL,"Werewolf Therapeutics, Inc.",N/A,$1.24,,0.0%,0.0%,$55.64,,0,158.1%,4.2,$0.60
HP,"Helmerich & Payne, Inc.",Energy,$17.38,7.0%,6.7%,117.0%,"$1,727.86",$7.83,1,127.6%,40.8,$14.65
HPK,"HighPeak Energy, Inc.",N/A,$11.65,1.0%,1.0%,16.0%,"$1,467.42",$11.74,0,79.7%,17.3,$7.79
HPP,"Hudson Pacific Properties, Inc.",Real Estate,$2.83,,34.7%,10.0%,$398.73,,,135.3%,6.3,$1.78
HQI,"HireQuest, Inc.",Industrials,$10.13,2.0%,2.3%,24.0%,$141.26,$41.35,1,68.6%,15.6,$8.99
HQY,"HEALTHEQUITY, INC.",Healthcare,$102.03,,0.0%,0.0%,"$8,820.49",$72.41,0,31.1%,116.7,$65.01
HRI,HERC HOLDINGS INC,Industrials,$111.85,2.0%,1.6%,273.0%,"$3,182.60",$24.86,1,152.9%,243.9,$95.66
HRMY,"Harmony Biosciences Holdings, Inc.",N/A,$32.49,,0.0%,0.0%,"$1,865.14",$12.18,0,94.2%,41.6,$26.47
HROW,"HARROW, INC.",Healthcare,$31.53,,0.0%,0.0%,"$1,156.77",,0,107.7%,59.2,$19.31
HRTG,"Heritage Insurance Holdings, Inc.",Financial Services,$22.31,,0.4%,24.0%,$692.08,$8.90,0,57.3%,26.6,$6.14
